ABCA4_94080154	0.301921
ABCA4_94102591	0.0657728
ABCA4_94111972	0.0422464
ABCA4_94118567	0.0666937
ABCD3_94467642	0.123142
ABCD3_94471033	0.146589
ABCD3_94499174	0.139365
ACADM_75748039	0.0740591
ACAP3_1307688	0.0745377
ACBD6_180496551	0.113619
ACOT11_54603080	0.0197293
ACOT7_6334193	0.0566545
ACP6_147649243	0.0270036
ACTA1_229432904	0.153509
ACTN2_236739163	0.100413
ACTN2_236739173	0.100413
ADCY10_167810525	0.00854608
ADCY10_167818988	0.0727335
ADCY10_167832737	0.0320924
ADCY10_167834283	0.0180198
ADCY10_167857159	0.0163467
ADCY10_167860180	0.0191105
ADCY10_167873309	0.0388671
ADCY10_167876731	0.0295299
ADCY10_167897595	0.0178175
ADGRB2_31739729	0.124376
ADGRL2_81937463	0.463954
ADGRL2_81950727	0.414523
ADGRL4_78919284	0.0402671
ADGRL4_78921135	0.299741
ADGRL4_78925730	0.0664232
ADGRL4_78944723	0.12743
ADSS_244413556	0.0307176
ADSS_244430030	0.05098
AGL_99867411	0.0634237
AGL_99870942	0.0564856
AGL_99877905	0.102328
AGO1_35890729	0.121184
AGO1_35901391	0.124291
AGO3_35972973	0.159284
AGO4_35824289	0.0608256
AGO4_35852558	0.299198
AGRN_1042747	0.291829
AGRN_1042930	0.291829
AGRN_1044993	0.0123592
AHCTF1_246843580	0.0315196
AHCTF1_246909485	0.0642366
AHCTF1_246917486	0.0628197
AHCYL1_110011747	0.240722
AIDA_222671984	0.0180358
AK4_65222091	0.0767607
AKIRIN1_38991797	0.158047
AKNAD1_108834163	0.0576762
AKNAD1_108836618	0.0576762
AKNAD1_108846306	0.0324011
AKR1A1_45564243	0.0434982
AMPD1_114695024	0.0861289
AMPD2_109630499	0.116664
ANKRD13C_70293503	0.181085
ANKRD13C_70301365	0.122989
ANKRD45_173625462	0.0764759
ANKRD65_1420728	0.19307
APOBEC4_183652643	0.0911103
AQP10_154321538	0.0172072
ARHGAP29_94176589	0.049768
ARHGAP29_94208259	0.133537
ARHGEF10L_17621746	0.0187127
ARHGEF10L_17634750	0.275037
ARHGEF10L_17639312	0.0291296
ARHGEF10L_17639453	0.0291296
ARHGEF10L_17645366	0.0556412
ARHGEF11_156968445	0.0451745
ARHGEF16_3466913	0.0157392
ARID1A_26730074	0.203391
ARID1A_26769105	0.166469
ARID4B_235176059	0.289468
ARID4B_235224284	0.0767144
ARID4B_235225322	0.148854
ARID4B_235244936	0.111754
ARNT_150837085	0.082356
ARNT_150842242	0.217348
ARNT_150842246	0.217348
ARV1_230990417	0.0284134
ARV1_230996929	0.00947468
ASH1L_155352134	0.0394007
ASH1L_155352138	0.0394007
ASPM_197087831	0.0237719
ASPM_197092910	0.0333245
ASPM_197123224	0.0131009
