KLHL17_960943	0
KLHL17_964347	1
PLEKHN1_973061	0
AGRN_1042747	1
AGRN_1042930	0.004
AGRN_1044993	0
C1orf159_1086452	0
SDF4_1223516	0
ACAP3_1307688	0.001
INTS11_1315972	0.001
DVL1_1339812	1
ANKRD65_1420728	0
PRKCZ_2137334	0.001
PRKCZ_2171959	0
FAAP20_2185527	0
SKI_2231989	0
MORN1_2389781	0
TTC34_2644664	0.003
TTC34_2786441	0
TTC34_2788831	0
PRDM16_3432621	0
ARHGEF16_3466913	0
WRAP73_3637962	0
CCDC27_3753202	0.001
CCDC27_3771353	0.001
LRRC47_3781719	0.111
LRRC47_3782171	0
LRRC47_3782185	0.028
CEP104_3824766	0
CEP104_3836437	0
DFFB_3865274	0
DFFB_3869603	1
NPHP4_5906728	0
KCNAB2_6096817	0.009
CHD5_6133817	0
HES3_6244806	0
ACOT7_6334193	0
ESPN_6444096	0.001
ESPN_6445465	0
ESPN_6446379	0
PLEKHG5_6475347	0.001
NOL9_6528500	0
NOL9_6543663	0.085
NOL9_6549721	0
NOL9_6552344	0
TAS1R1_6572684	0
DNAJC11_6642030	0.013
CAMTA1_6822952	0
PER3_7794782	0
PER3_7799732	0.072
PER3_7802173	0
PER3_7804678	0.002
PER3_7836319	0.008
PARK7_7970275	0
SLC45A1_8329519	0.058
CA6_8974535	0.04
SLC2A7_9019998	0
GPR157_9105481	0.937
H6PD_9246474	0.002
H6PD_9262906	0.001
SPSB1_9329777	0.001
SLC25A33_9569801	0
PIK3CD_9723007	0
CLSTN1_9736272	0.002
CLSTN1_9740657	0
UBE4B_10096047	0.068
UBE4B_10130956	0
UBE4B_10144885	0
UBE4B_10170346	0.074
KIF1B_10258873	0.986
KIF1B_10285404	0.64
KIF1B_10291026	0.001
KIF1B_10322603	0.089
KIF1B_10324121	0
KIF1B_10336893	0
KIF1B_10368003	0.002
PGD_10408517	0
PGD_10417350	0
CENPS_10435217	0.975
PEX14_10623821	0
C1orf127_10953883	0
C1orf127_10957193	0
TARDBP_11018465	0.018
TARDBP_11020300	0.019
MTOR_11113775	0.022
MTOR_11214868	0
DRAXIN_11709125	0
C1orf167_11771195	0.056
MTHFR_11799205	0
CLCN6_11817646	0
CLCN6_11822933	0
CLCN6_11823648	0
MFN2_11989122	0
MIIP_12021643	0.381
MIIP_12026751	0
TNFRSF8_12113923	0
VPS13D_12235180	0
VPS13D_12243802	0
VPS13D_12255504	0.002
VPS13D_12267720	0
VPS13D_12268994	0
VPS13D_12286408	0
VPS13D_12302613	1
VPS13D_12311354	0.007
VPS13D_12311358	0.002
VPS13D_12319495	1
VPS13D_12319966	0.066
VPS13D_12342660	0.41
VPS13D_12344469	0.001
VPS13D_12355085	0.003
VPS13D_12358816	0.991
VPS13D_12368403	0.024
VPS13D_12379202	0.001
VPS13D_12384125	0
VPS13D_12404893	0
VPS13D_12508375	0.126
DHRS3_12570229	0
C1orf158_12748114	0.003
C1orf158_12759581	0.026
PRDM2_13748173	0
KAZN_15046345	0.01
KAZN_15065574	0.008
DNAJC16_15537757	0
DNAJC16_15548158	0
DDI2_15637019	0
DDI2_15649679	0.332
PLEKHM2_15729244	0.001
PLEKHM2_15729246	0
PLEKHM2_15731383	0
C1orf64_16005447	0
EPHA2_16129665	0
NECAP2_16452177	0
CROCC_16957983	0
SDHB_17031941	0
PADI1_17222683	0
PADI1_17228623	1
PADI1_17231401	0.003
PADI3_17265922	0
PADI4_17340200	0
PADI6_17374251	0
PADI6_17380820	0
PADI6_17381707	0
PADI6_17389222	0
PADI6_17389224	0
RCC2_17416210	0
RCC2_17419977	0
ARHGEF10L_17621746	0.001
ARHGEF10L_17634750	0.108
ARHGEF10L_17639312	0
ARHGEF10L_17639453	0.002
ARHGEF10L_17645366	1
UBR4_19084986	0
UBR4_19122587	0
UBR4_19136889	0
UBR4_19144211	0
UBR4_19146178	0.035
UBR4_19147380	0
UBR4_19160361	0
UBR4_19176771	0
UBR4_19184451	0
UBR4_19195356	0
MRTO4_19256939	0
PQLC2_19324586	0.009
TMCO4_19741034	0
OTUD3_19892593	0.015
VWA5B1_20323272	0
KIF17_20667541	0.003
KIF17_20696624	0
EIF4G3_20825923	0
EIF4G3_20863885	0
ECE1_21260108	0
NBPF3_21478839	0
USP48_21692151	0
USP48_21711619	0.198
USP48_21729024	0
USP48_21756828	0
LDLRAD2_21813622	0.698
CDC42_22074696	0.033
ZBTB40_22501970	0.016
ZBTB40_22510225	0
ZBTB40_22515327	0.004
ZBTB40_22517865	0
ZBTB40-IT1_22517865	0
EPHA8_22573175	0.02
EPHA8_22595502	0.411
EPHA8_22601298	0.717
TCEA3_23412040	0.038
E2F2_23511862	0.023
ELOA_23753669	0.003
ELOA_23753676	0.003
PNRC2_23960086	0
SRSF10_23974468	0
MYOM3_24079856	0
MYOM3_24091492	0.001
IL22RA1_24124047	0
